발명의명칭,출원인,출원일자,심사진행상태
LED 구동전압 조절회로 및 LED 구동 시스템(Light Emitting Diode driving voltage control circuit and Light Emitting Diode driving system),엘지이노텍 주식회사(서울특별시 강서구...),2010.11.29,등록결정(일반)
"고출력 엘이디 광원모듈과 이를 구비한 백라이트 유닛 및 조명 장치(LED Optical Source Module for High Power, and Illumination Apparatus and Back Light Unit Including The Same)",엘지이노텍 주식회사(서울특별시 강서구...),2011.10.14,등록결정(일반)
"고출력 엘이디 광원모듈과 이를 구비한 백라이트 유닛 및 조명 장치(LED Optical Source Module for High Power, and Illumination Apparatus and Back Light Unit Including The Same)",엘지이노텍 주식회사(서울특별시 강서구...),2011.10.13,등록결정(일반)
"간접조명 타입의 엘이디 패키지 및 그 제조 방법과 이를 이용한 조명장치(LED Package of Indirect Illumination and Method of Manufacturing Thereof, and Illuminator Using the same)",엘지이노텍 주식회사(서울특별시 강서구...),2011.10.13,등록결정(일반)
LED 구동 회로의 제어 방법 및 그 방법을 채용한 LED 구동 회로(METHOD FOR DRIVING A LIGHT-EMITTING DIODE CIRCUIT AND A LIGHT-EMITTING DIODE CIRCUIT OF THE METHOD),엘지전자 주식회사(서울특별시 영등포구...),2009.08.17,등록결정(재심사후)
수동 소자로 구성된 비선형 아날로그 신호 변환 회로 및 그를 이용한 조명 장치(Non-linear analog signal converting circuit composed of passive element and LED using thereof),엘지이노텍 주식회사(서울특별시 강서구...),2015.12.15,등록결정(일반)
LED 어레이를 구비한 발광 장치(LIGHT EMITTING DEVICE HAVING LIGHT EMITTONG DIODE ARRAY),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.31,등록결정(일반)
반사형 엘이디 모듈(Reflection type LED module),엘지이노텍 주식회사(서울특별시 강서구...),2006.10.13,등록결정(일반)
발광다이오드 모듈(LED module),엘지이노텍 주식회사(서울특별시 강서구...),2011.08.09,등록결정(일반)
엘이디 패키지 및 이를 이용한 백라이트 어셈블리(LED Package and Backlight Assembly using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.10.20,등록결정(일반)
발광 소자의 전사 방법 및 이를 이용한 표시 장치의 제조 방법(LED TRANSFER METHOD AND METHOD FOR MANUFACTURING DISPLAY DEVICE USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.02,
엘이디 어셈블리 및 이를 포함하는 액정표시장치(LED assembly and liquid crystal display device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.11.08,등록결정(일반)
LED 모듈과 이를 포함하는 액정 디스플레이 장치(LIGHT EMITTING DIODE MODULE AND LIQUID CRYSTAL DISPLAY APPARATUS HAVING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.12.23,등록결정(일반)
LED광원 어레이 및 이를 구비한 액정표시소자(LIGHT EMITTING DIODE LIGHT ARARY AND LIQUID CRYSTAL DISPLAY DEVICE HAVING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.10.24,등록결정(일반)
"다중 발광 양자점과 이를 포함하는 양자점 필름, 엘이디 패키지, 발광다이오드 및 표시장치(Quantum dot and Quantum dot film, LED package, Light Emitting diode and Display device including the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2017.09.19,등록결정(일반)
렌즈 및 이를 포함하는 발광 소자 패키지(LENS AND LED PACKAGE COMPRISING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2010.10.13,등록결정(일반)
반도체 발광 소자를 이용한 디스플레이 장치 및 그 제조 방법(DISPLAY DEVICE USING MICRO-LED AND MANUFACTURING METHOD THEREOF),엘지전자 주식회사(서울특별시 영등포구...),2019.07.19,
발광 다이오드용 전원 공급 장치 및 이를 포함하는 조명 장치(The power supply device for LED and the light device having the same),엘지이노텍 주식회사(서울특별시 강서구...),2012.08.29,등록결정(일반)
LED의 정전류 제어 장치와 이를 이용한 액정표시장치(APPARATUS FOR CONTROLLING CONSTANT CURRENT FOR LIGHT EMITTING DIODE AND LIQUID CRYSTAL DISPLAY USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.03.19,등록결정(일반)
모서리형 엘이디 구조(Structure of edge-type LED),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.09.07,등록결정(심사전치후)
"나노 입자, 이를 이용한 발광다이오드 어셈블리 및 표시장치(NANO PARTICLE, LED ASSEMBLY AND DISPLAY DEVICE USING THE PRTICLE)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.10.21,
액정표시장치 및 엘이디 어셈블리(Liquid crystal display device and LED assembly),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.10.20,
질화물 반도체 발광소자(Nitride semiconductor LED),엘지이노텍 주식회사(서울특별시 강서구...),2009.08.03,등록결정(일반)
발광다이오드 백라이트를 구비한 이동 단말기 및 그 제어방법(MOBILE TERMINAL WITH AN LED BACKLIGHT UNIT AND METHOD FOR CONTROLLING THEREOF),엘지전자 주식회사(서울특별시 영등포구...),2009.07.20,등록결정(일반)
온도보상 LED 백라이트 구조를 갖는 액정표시장치(LIQUID CRYSTAL DISPLAY DEVICE HAVING STRUCTURE OF LIGHTEMITTING DIODE BACK-LIGHT FOR TEMPERATURE COMPENSATION),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.05.03,등록결정(일반)
LED 웨이퍼 피커(PICKER OF LIGHT EMITTING DIODE WAFER),주식회사 로보스타(경기도 안산시 상록구...)|주식회사 엘지씨엔에스(서울특별시 강서구...),2010.09.17,등록결정(일반)
LED 웨이퍼 피커(PICKER OF LIGHT EMITTING DIODE WAFER),주식회사 로보스타(경기도 안산시 상록구...)|주식회사 엘지씨엔에스(서울특별시 강서구...),2010.09.17,등록결정(일반)
마이크로 엘이디를 이용한 디스플레이 장치(DISPLAY DEVICE USING MICRO LED),엘지전자 주식회사(서울특별시 영등포구...),2019.11.25,
"복합 무기 발광 재료, 발광 필름, 이를 포함하는 엘이디 패키지, 발광다이오드 및 발광장치(COMPOSITE INORGANIC LIGHT EMITTING MATERIAL, LITHE EMITTING FLIM, LED PACKAGE, LIGHT EMITTING DIODE AND LIGHT EMITTING APPARATUS HAVING THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),2017.09.19,등록결정(일반)
디스플레이 장치 배면조명용 반도체 엘이디 패키지(LED package for display apparatus),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.05.31,등록결정(심사전치후)
형광물질 토출장치(PHOSPHOR DISPENSER FOR A CHIP LED),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.28,등록결정(일반)
발광다이오드 어셈블리 및 이를 포함하는 액정표시장치(LED assembly and liquid crystal display device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.22,등록결정(일반)
발광 다이오드 및 그 제조방법(LED and process for fabricating the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2005.07.14,등록결정(일반)
엘이디패키지 및 그 제조방법과 엘이디패키지를 포함하는 액정표시장치(LED package and method of manufacturing the same and liquid crystal display device including LED package),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.09.12,등록결정(재심사후)
"자동 오프 송수신 발광부를 갖는 무선 송신기, 무선텔레비전, 그리고 무선 텔레비전 시스템 및 그의 제어방법(Wireless transmitter, wireless television, and wirelesstelevision system having automatically turn offtransmit/receive state LED and control method thereof)",엘지전자 주식회사(서울특별시 영등포구...),2005.11.02,등록결정(일반)
엘이디 구동장치 및 이를 포함하는 차량용 램프(LED DRIVER AND VEHICLE LAMP HAVING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2018.06.15,
벅 컨버터를 이용한 내부 전원 공급장치 및 발광다이오드용 전원 공급장치(Apparatus for internal power supply using Buck Converter and apparatus for LED power supply),엘지이노텍 주식회사(서울특별시 강서구...),2015.11.26,취하(심사미청구)
발광소자(LED),엘지이노텍 주식회사(서울특별시 강서구...),2006.05.29,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2006.06.27,등록결정(일반)
엘이디 조명장치(LED LIGHTING APPARATUS),엘지이노텍 주식회사(서울특별시 강서구...),2011.04.21,등록결정(일반)
엘이디 구동 장치(Appartus for Driving LED),엘지이노텍 주식회사(서울특별시 강서구...),2012.04.12,등록결정(일반)
액정표시장치 및 그 제조방법(LIQUID CRYSTAL DISPLAY USING LED AND METHOD FORFABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.10.29,등록결정(심사전치후)
LED 패키지 모듈 및 이를 갖는 디스플레이 장치(LIGHT EMITTING DIODE PAKGAGE MODULE AND DISPLAY DEVICE HAVING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.05.23,
세탁기의 엘이디서포터(LED support of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2005.01.25,취하(심사미청구)
드럼세탁기용 컨트롤 패널의 엘이디 서포터 구조(structure of LED supporter for con),엘지전자 주식회사(서울특별시 영등포구...),2004.06.24,등록결정(일반)
컨트롤 패널의 엘이디 윈도우 구조(structure of LED window in control panel),엘지전자 주식회사(서울특별시 영등포구...),2004.07.20,등록결정(일반)
발광 다이오드 패키지 및 그 제조방법(LED PACKAGE AND METHOD FOR MANUFACTURING LED PACKAGE),엘지이노텍 주식회사(서울특별시 강서구...),2003.11.03,등록결정(일반)
덮개층을 포함한 양자점 발광 다이오드 및 그 제조방법(Quantum dot LED with capping layer and process offorming the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2005.07.04,등록결정(일반)
발광 다이오드 패키지(LED PACKAGE),엘지이노텍 주식회사(서울특별시 강서구...),2003.11.10,등록결정(일반)
"발광체, 이를 포함하는 발광 필름, 엘이디 패키지, 발광다이오드 및 발광장치(LUMINOUS BODY AND LIGHT EMITTING FLIM, LED PACKAGE, LIGHT EMITTING DIODE AND LIGHT EMITTING DEVICE INCLUDING THE SAME)",엘티소재주식회사(경기도 용인시 처인구...)|엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.28,
발광 다이오드를 구비한 디스플레이 장치(Display appartus including micro LED),엘지전자 주식회사(서울특별시 영등포구...),2015.08.10,등록결정(일반)
LED를 포함한 소프트 터치 센서(SOFT TOUCH SENSOR INCLUDING LIGHT-EMITTING DIODE),엘지전자 주식회사(서울특별시 영등포구...),2008.01.07,등록결정(일반)
"발광 다이오드 소자 및 제조방법, 이를 포함하는 백라이트 유닛(LED AND MANUFACTURING METHOD, BACKLIGHT UNIT INCLUDING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.11.24,등록결정(일반)
드럼세탁기용 컨트롤 패널의 엘이디 윈도우 조립 구조(structure for assembling LED window),엘지전자 주식회사(서울특별시 영등포구...),2004.06.24,등록결정(일반)
엘이디 조명 모듈의 방열 장치(Heat-dissipating apparatus for LED illumination module),엘지전자 주식회사(서울특별시 영등포구...),2009.10.16,등록결정(일반)
액정표시장치 및 엘이디 어셈블리(Liquid crystal display device and LED assembly),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.09.28,취하(심사미청구)
발광 다이오드 및 그 제조방법(LIGHT EMITTING DIODE AND METHOD FOR MANUFACTURING LED),엘지이노텍 주식회사(서울특별시 강서구...),2004.05.03,등록결정(일반)
